Date,Cases,New,New14,Incidence14
2021-11-18,1660087,6024,4915.785714285715,38.4
2021-11-19,1666724,6637,5027.571428571428,39.3
2021-11-20,1674328,7604,5189.642857142857,40.5
2021-11-21,1680752,6424,5299.928571428572,41.4
2021-11-22,1686169,5417,5407.428571428572,42.2
2021-11-23,1691773,5604,5589.571428571428,43.7
2021-11-24,1696959,5186,5671.857142857143,44.3
2021-11-25,1704528,7569,5834.571428571428,45.6
2021-11-26,1710478,5950,5857,45.8
2021-11-27,1716600,6122,5831.928571428572,45.6
2021-11-28,1721743,5143,5796.357142857143,45.3
2021-11-29,1725902,4159,5761.285714285715,45
2021-11-30,1731154,5252,5919.214285714285,46.2
2021-12-01,1736920,5766,5918.357142857143,46.2
2021-12-02,1744526,7606,6031.357142857143,47.1
2021-12-03,1753669,9143,6210.357142857143,48.5
2021-12-04,1763796,10127,6390.571428571428,49.9
2021-12-05,1773060,9264,6593.428571428572,51.5
2021-12-06,1779151,6091,6641.571428571428,51.9
2021-12-07,1783118,3967,6524.642857142857,51
2021-12-08,1791030,7912,6719.357142857143,52.5
2021-12-09,1799753,8723,6801.785714285715,53.1
2021-12-10,1806671,6918,6870.928571428572,53.7
2021-12-11,1818299,11628,7264.214285714285,56.7
2021-12-12,1829351,11052,7686.285714285715,60
2021-12-13,1837742,8391,7988.571428571428,62.4
2021-12-14,1843137,5395,7998.785714285715,62.5
2021-12-15,1850578,7441,8118.428571428572,63.4
2021-12-16,1857879,7301,8096.642857142857,63.2
2021-12-17,1865568,7689,7992.785714285715,62.4
2021-12-18,1874197,8629,7885.785714285715,61.6
2021-12-19,1883028,8831,7854.857142857143,61.4
2021-12-20,1890259,7231,7936.285714285715,62
2021-12-21,1894514,4255,7956.857142857143,62.2
2021-12-22,1904121,9607,8077.928571428572,63.1
2021-12-23,1913959,9838,8157.571428571428,63.7
2021-12-24,1924507,10548,8416.857142857143,65.7
2021-12-25,1937793,13286,8535.285714285714,66.7
2021-12-26,1947649,9856,8449.857142857143,66
2021-12-27,1954488,6839,8339,65.1
2021-12-28,1965567,11079,8745,68.3
2021-12-29,1979510,13943,9209.42857142857,71.9
2021-12-30,1996240,16730,9882.92857142857,77.2
2021-12-31,2015367,19127,10699.92857142857,83.6
2022-01-01,2036424,21057,11587.642857142857,90.5
2022-01-02,2059613,23189,12613.214285714286,98.5
2022-01-03,2077224,17611,13354.642857142857,104.3
2022-01-04,2101019,23795,14750.357142857143,115.2
2022-01-05,2122986,21967,15633.214285714286,122.1
2022-01-06,2150286,27300,16880.5,131.9
2022-01-07,2179312,29026,18200.35714285714,142.2
2022-01-08,2206899,27587,19221.85714285714,150.1
2022-01-09,2240549,33650,20921.428571428572,163.4
2022-01-10,2265232,24683,22196,173.4
2022-01-11,2295089,29857,23537.285714285714,183.9
2022-01-12,2321087,25998,24398.35714285714,190.6
2022-01-13,2351028,29941,25342,198
2022-01-14,2377252,26224,25848.928571428572,201.9
2022-01-15,2403053,25801,26187.785714285714,204.6
2022-01-16,2425456,22403,26131.64285714286,204.1
2022-01-17,2458722,33266,27249.85714285714,212.9
2022-01-18,2474466,15744,26674.785714285714,208.4
2022-01-19,2490929,16463,26281.64285714286,205.3
2022-01-20,2506602,15673,25451.14285714286,198.8
2022-01-21,2523956,17354,24617.428571428572,192.3
2022-01-22,2542816,18860,23994.071428571428,187.4
2022-01-23,2560167,17351,22829.85714285714,178.3
2022-01-24,2572500,12333,21947.714285714286,171.4
2022-01-25,2581831,9331,20481.571428571428,160
2022-01-26,2593360,11529,19448.071428571428,151.9
2022-01-27,2605439,12079,18172.214285714286,141.9
2022-01-28,2622134,16695,17491.571428571428,136.6
2022-01-29,2637080,14946,16716.214285714286,130.6
2022-01-30,2649247,12167,15985.07142857143,124.9
2022-01-31,2656587,7340,14133.214285714286,110.4
2022-02-01,2661481,4894,13358.214285714286,104.3
2022-02-02,2667166,5685,12588.357142857143,98.3
2022-02-03,2674471,7305,11990.642857142857,93.7
2022-02-04,2681717,7246,11268.642857142857,88
2022-02-05,2688808,7091,10428,81.5
2022-02-06,2697242,8434,9791.07142857143,76.5
2022-02-07,2700036,2794,9109.714285714286,71.2
2022-02-08,2707891,7855,9004.285714285714,70.3
2022-02-09,2703775,-4116,7886.785714285715,61.6
2022-02-10,2708830,5055,7385.071428571428,57.7
2022-02-11,2713459,4629,6523.214285714285,51
2022-02-12,2717577,4118,5749.785714285715,44.9
2022-02-13,2722395,4818,5224.857142857143,40.8
2022-02-14,2724802,2407,4872.5,38.1
2022-02-15,2726796,1994,4665.357142857143,36.4
2022-02-16,2729277,2481,4436.5,34.7
2022-02-17,2731855,2578,4098.857142857143,32
2022-02-18,2735573,3718,3846.8571428571427,30
2022-02-19,2738475,2902,3547.6428571428573,27.7
2022-02-20,2742752,4277,3250.714285714286,25.4
2022-02-21,2744145,1393,3150.6428571428573,24.6
2022-02-22,2744145,0,2589.5714285714284,20.2
2022-02-23,2746745,2600,3069.285714285714,24
2022-02-24,2749767,3022,2924.0714285714284,22.8
2022-02-25,2751629,1862,2726.4285714285716,21.3
2022-02-26,2753361,1732,2556,20
2022-02-27,2755730,2369,2381.0714285714284,18.6
2022-02-28,2756546,816,2267.4285714285716,17.7
2022-03-01,2757425,879,2187.785714285714,17.1
2022-03-02,2758482,1057,2086.0714285714284,16.3
2022-03-03,2759653,1171,1985.5714285714287,15.5
2022-03-04,2760952,1299,1812.7857142857142,14.2
2022-03-05,2762093,1141,1687,13.2
2022-03-06,2763033,940,1448.642857142857,11.3
2022-03-07,2763589,556,1388.857142857143,10.8
2022-03-08,2764367,778,1444.4285714285713,11.3
2022-03-09,2765682,1315,1352.642857142857,10.6
2022-03-10,2766523,841,1196.857142857143,9.3
2022-03-11,2767631,1108,1143,8.9
2022-03-12,2768513,882,1082.2857142857142,8.5
2022-03-13,2769336,823,971.8571428571429,7.6
2022-03-14,2769702,366,939.7142857142857,7.3
2022-03-15,2770077,375,903.7142857142857,7.1
2022-03-16,2771090,1013,900.5714285714286,7
2022-03-17,2772116,1026,890.2142857142857,7
2022-03-18,2772886,770,852.4285714285714,6.7
2022-03-19,2773762,876,833.5,6.5
2022-03-20,2774453,691,815.7142857142857,6.4
2022-03-21,2774815,362,801.8571428571429,6.3
2022-03-22,2775183,368,772.5714285714286,6
2022-03-23,2775728,545,717.5714285714286,5.6
2022-03-24,2776302,574,698.5,5.5
2022-03-25,2777260,958,687.7857142857143,5.4
2022-03-26,2777986,726,676.6428571428571,5.3
2022-03-27,2778646,660,665,5.2
2022-03-28,2779049,403,667.6428571428571,5.2
2022-03-29,2779328,279,660.7857142857143,5.2
2022-03-30,2779921,593,630.7857142857143,4.9
2022-03-31,2780481,560,597.5,4.7
2022-04-01,2781353,872,604.7857142857143,4.7
2022-04-02,2782174,821,600.8571428571429,4.7
2022-04-03,2782827,653,598.1428571428571,4.7
2022-04-04,2782827,0,572.2857142857143,4.5
2022-04-05,2783690,863,607.6428571428571,4.7
2022-04-06,2784487,797,625.6428571428571,4.9
2022-04-07,2785346,859,646,5
2022-04-08,2786509,1163,660.6428571428571,5.2
2022-04-09,2787687,1178,692.9285714285714,5.4
2022-04-10,2788744,1057,721.2857142857143,5.6
2022-04-11,2789262,518,729.5,5.7
2022-04-12,2789749,487,744.3571428571429,5.8
2022-04-13,2791018,1269,792.6428571428571,6.2
2022-04-14,2792250,1232,840.6428571428571,6.6
2022-04-15,2793978,1728,901.7857142857143,7
2022-04-16,2795539,1561,954.6428571428571,7.5
2022-04-17,2796875,1336,1003.4285714285714,7.8
2022-04-18,2797607,732,1055.7142857142858,8.2
