GEOID,NAME,variable,estimate,moe
13259,"Stewart County, Georgia",B01003_001,6293,NA
13261,"Sumter County, Georgia",B01003_001,30064,NA
13263,"Talbot County, Georgia",B01003_001,6321,NA
13265,"Taliaferro County, Georgia",B01003_001,1611,180
13267,"Tattnall County, Georgia",B01003_001,25382,NA
13269,"Taylor County, Georgia",B01003_001,8116,NA
13271,"Telfair County, Georgia",B01003_001,16035,NA
13273,"Terrell County, Georgia",B01003_001,8737,NA
13275,"Thomas County, Georgia",B01003_001,44630,NA
13277,"Tift County, Georgia",B01003_001,40541,NA
13279,"Toombs County, Georgia",B01003_001,26972,NA
13281,"Towns County, Georgia",B01003_001,11617,NA
13283,"Treutlen County, Georgia",B01003_001,6795,NA
13285,"Troup County, Georgia",B01003_001,69919,NA
13287,"Turner County, Georgia",B01003_001,7943,NA
13289,"Twiggs County, Georgia",B01003_001,8229,NA
13291,"Union County, Georgia",B01003_001,23288,NA
13293,"Upson County, Georgia",B01003_001,26236,NA
13295,"Walker County, Georgia",B01003_001,69039,NA
13297,"Walton County, Georgia",B01003_001,91442,NA
13299,"Ware County, Georgia",B01003_001,35593,NA
13301,"Warren County, Georgia",B01003_001,5297,NA
13303,"Washington County, Georgia",B01003_001,20436,NA
13305,"Wayne County, Georgia",B01003_001,29788,NA
13307,"Webster County, Georgia",B01003_001,2610,NA
13309,"Wheeler County, Georgia",B01003_001,7928,NA
13311,"White County, Georgia",B01003_001,29489,NA
13313,"Whitfield County, Georgia",B01003_001,104237,NA
13315,"Wilcox County, Georgia",B01003_001,8824,NA
13317,"Wilkes County, Georgia",B01003_001,9844,NA
13319,"Wilkinson County, Georgia",B01003_001,9010,NA
13321,"Worth County, Georgia",B01003_001,20494,NA
15001,"Hawaii County, Hawaii",B01003_001,199459,NA
15003,"Honolulu County, Hawaii",B01003_001,984821,NA
15005,"Kalawao County, Hawaii",B01003_001,66,15
15007,"Kauai County, Hawaii",B01003_001,71769,NA
15009,"Maui County, Hawaii",B01003_001,165979,15
16001,"Ada County, Idaho",B01003_001,456849,NA
16003,"Adams County, Idaho",B01003_001,4097,NA
16005,"Bannock County, Idaho",B01003_001,85765,NA
16007,"Bear Lake County, Idaho",B01003_001,6000,NA
16009,"Benewah County, Idaho",B01003_001,9138,NA
16011,"Bingham County, Idaho",B01003_001,45839,NA
16013,"Blaine County, Idaho",B01003_001,22373,NA
16015,"Boise County, Idaho",B01003_001,7378,NA
16017,"Bonner County, Idaho",B01003_001,43611,NA
16019,"Bonneville County, Idaho",B01003_001,114392,NA
16021,"Boundary County, Idaho",B01003_001,11845,NA
16023,"Butte County, Idaho",B01003_001,2581,NA
16025,"Camas County, Idaho",B01003_001,1048,125
16027,"Canyon County, Idaho",B01003_001,217633,NA
16029,"Caribou County, Idaho",B01003_001,6953,NA
16031,"Cassia County, Idaho",B01003_001,23690,NA
16033,"Clark County, Idaho",B01003_001,913,125
16035,"Clearwater County, Idaho",B01003_001,8673,NA
16037,"Custer County, Idaho",B01003_001,4169,NA
16039,"Elmore County, Idaho",B01003_001,26743,NA
16041,"Franklin County, Idaho",B01003_001,13464,NA
16043,"Fremont County, Idaho",B01003_001,13020,NA
16045,"Gem County, Idaho",B01003_001,17331,NA
16047,"Gooding County, Idaho",B01003_001,15148,NA
16049,"Idaho County, Idaho",B01003_001,16411,NA
16051,"Jefferson County, Idaho",B01003_001,28534,NA
16053,"Jerome County, Idaho",B01003_001,23730,NA
16055,"Kootenai County, Idaho",B01003_001,157322,NA
16057,"Latah County, Idaho",B01003_001,39505,NA
16059,"Lemhi County, Idaho",B01003_001,7847,NA
16061,"Lewis County, Idaho",B01003_001,3838,NA
16063,"Lincoln County, Idaho",B01003_001,5350,NA
16065,"Madison County, Idaho",B01003_001,39100,NA
16067,"Minidoka County, Idaho",B01003_001,20705,NA
16069,"Nez Perce County, Idaho",B01003_001,40217,NA
16071,"Oneida County, Idaho",B01003_001,4385,NA
16073,"Owyhee County, Idaho",B01003_001,11552,NA
16075,"Payette County, Idaho",B01003_001,23260,NA
16077,"Power County, Idaho",B01003_001,7671,NA
16079,"Shoshone County, Idaho",B01003_001,12609,NA
16081,"Teton County, Idaho",B01003_001,11426,NA
16083,"Twin Falls County, Idaho",B01003_001,84869,NA
16085,"Valley County, Idaho",B01003_001,10709,NA
16087,"Washington County, Idaho",B01003_001,10057,NA
17001,"Adams County, Illinois",B01003_001,66085,NA
17003,"Alexander County, Illinois",B01003_001,6260,NA
17005,"Bond County, Illinois",B01003_001,16589,NA
17007,"Boone County, Illinois",B01003_001,53537,NA
17009,"Brown County, Illinois",B01003_001,6628,NA
17011,"Bureau County, Illinois",B01003_001,33122,NA
17013,"Calhoun County, Illinois",B01003_001,4830,NA
17015,"Carroll County, Illinois",B01003_001,14466,NA
17017,"Cass County, Illinois",B01003_001,12493,NA
17019,"Champaign County, Illinois",B01003_001,209922,NA
17021,"Christian County, Illinois",B01003_001,32931,NA
17023,"Clark County, Illinois",B01003_001,15716,NA
17025,"Clay County, Illinois",B01003_001,13287,NA
17027,"Clinton County, Illinois",B01003_001,37634,NA
17029,"Coles County, Illinois",B01003_001,51353,NA
17031,"Cook County, Illinois",B01003_001,5198275,NA
17033,"Crawford County, Illinois",B01003_001,18972,NA
17035,"Cumberland County, Illinois",B01003_001,10836,NA
17037,"DeKalb County, Illinois",B01003_001,104366,NA
17039,"De Witt County, Illinois",B01003_001,15932,NA
17041,"Douglas County, Illinois",B01003_001,19623,NA
17043,"DuPage County, Illinois",B01003_001,929060,NA
17045,"Edgar County, Illinois",B01003_001,17407,NA
17047,"Edwards County, Illinois",B01003_001,6455,NA
17049,"Effingham County, Illinois",B01003_001,34137,NA
17051,"Fayette County, Illinois",B01003_001,21565,NA
17053,"Ford County, Illinois",B01003_001,13270,NA
17055,"Franklin County, Illinois",B01003_001,38923,NA
17057,"Fulton County, Illinois",B01003_001,35092,NA
17059,"Gallatin County, Illinois",B01003_001,5064,NA
17061,"Greene County, Illinois",B01003_001,13132,NA
17063,"Grundy County, Illinois",B01003_001,50666,NA
17065,"Hamilton County, Illinois",B01003_001,8176,NA
17067,"Hancock County, Illinois",B01003_001,17983,NA
17069,"Hardin County, Illinois",B01003_001,3939,NA
17071,"Henderson County, Illinois",B01003_001,6809,NA
17073,"Henry County, Illinois",B01003_001,49267,NA
17075,"Iroquois County, Illinois",B01003_001,27812,NA
17077,"Jackson County, Illinois",B01003_001,57977,NA
17079,"Jasper County, Illinois",B01003_001,9594,NA
17081,"Jefferson County, Illinois",B01003_001,37985,NA
17083,"Jersey County, Illinois",B01003_001,21937,NA
17085,"Jo Daviess County, Illinois",B01003_001,21588,NA
17087,"Johnson County, Illinois",B01003_001,12494,NA
17089,"Kane County, Illinois",B01003_001,531376,NA
17091,"Kankakee County, Illinois",B01003_001,110637,NA
17093,"Kendall County, Illinois",B01003_001,126054,NA
17095,"Knox County, Illinois",B01003_001,50508,NA
17097,"Lake County, Illinois",B01003_001,701473,NA
17099,"LaSalle County, Illinois",B01003_001,109737,NA
17101,"Lawrence County, Illinois",B01003_001,16033,NA
17103,"Lee County, Illinois",B01003_001,34389,NA
17105,"Livingston County, Illinois",B01003_001,36040,NA
17107,"Logan County, Illinois",B01003_001,29003,NA
17109,"McDonough County, Illinois",B01003_001,30479,NA
17111,"McHenry County, Illinois",B01003_001,307714,NA
17113,"McLean County, Illinois",B01003_001,172578,NA
17115,"Macon County, Illinois",B01003_001,105528,NA
17117,"Macoupin County, Illinois",B01003_001,45463,NA
17119,"Madison County, Illinois",B01003_001,264776,NA
17121,"Marion County, Illinois",B01003_001,37743,NA
17123,"Marshall County, Illinois",B01003_001,11679,NA
17125,"Mason County, Illinois",B01003_001,13621,NA
17127,"Massac County, Illinois",B01003_001,14219,NA
17129,"Menard County, Illinois",B01003_001,12306,NA
17131,"Mercer County, Illinois",B01003_001,15589,NA
17133,"Monroe County, Illinois",B01003_001,34168,NA
17135,"Montgomery County, Illinois",B01003_001,28828,NA
17137,"Morgan County, Illinois",B01003_001,34247,NA
17139,"Moultrie County, Illinois",B01003_001,14641,NA
17141,"Ogle County, Illinois",B01003_001,51025,NA
17143,"Peoria County, Illinois",B01003_001,182770,NA
17145,"Perry County, Illinois",B01003_001,21251,NA
17147,"Piatt County, Illinois",B01003_001,16401,NA
17149,"Pike County, Illinois",B01003_001,15672,NA
17151,"Pope County, Illinois",B01003_001,4203,NA
17153,"Pulaski County, Illinois",B01003_001,5510,NA
17155,"Putnam County, Illinois",B01003_001,5721,NA
17157,"Randolph County, Illinois",B01003_001,32295,NA
17159,"Richland County, Illinois",B01003_001,15766,NA
17161,"Rock Island County, Illinois",B01003_001,143873,NA
17163,"St. Clair County, Illinois",B01003_001,262338,NA
17165,"Saline County, Illinois",B01003_001,23994,NA
17167,"Sangamon County, Illinois",B01003_001,196861,NA
17169,"Schuyler County, Illinois",B01003_001,6953,NA
17171,"Scott County, Illinois",B01003_001,5005,NA
17173,"Shelby County, Illinois",B01003_001,21737,NA
17175,"Stark County, Illinois",B01003_001,5447,NA
17177,"Stephenson County, Illinois",B01003_001,45093,NA
17179,"Tazewell County, Illinois",B01003_001,133195,NA
17181,"Union County, Illinois",B01003_001,16968,NA
17183,"Vermilion County, Illinois",B01003_001,77563,NA
17185,"Wabash County, Illinois",B01003_001,11546,NA
17187,"Warren County, Illinois",B01003_001,17146,NA
17189,"Washington County, Illinois",B01003_001,14058,NA
17191,"Wayne County, Illinois",B01003_001,16402,NA
17193,"White County, Illinois",B01003_001,13868,NA
17195,"Whiteside County, Illinois",B01003_001,56016,NA
17197,"Will County, Illinois",B01003_001,689315,NA
17199,"Williamson County, Illinois",B01003_001,67102,NA
17201,"Winnebago County, Illinois",B01003_001,284819,NA
17203,"Woodford County, Illinois",B01003_001,38700,NA
18001,"Adams County, Indiana",B01003_001,35376,NA
18003,"Allen County, Indiana",B01003_001,372575,NA
18005,"Bartholomew County, Indiana",B01003_001,82481,NA
18007,"Benton County, Indiana",B01003_001,8677,NA
18009,"Blackford County, Indiana",B01003_001,12013,NA
18011,"Boone County, Indiana",B01003_001,65544,NA
18013,"Brown County, Indiana",B01003_001,15064,NA
18015,"Carroll County, Indiana",B01003_001,20074,NA
18017,"Cass County, Indiana",B01003_001,37880,NA
18019,"Clark County, Indiana",B01003_001,116507,NA
18021,"Clay County, Indiana",B01003_001,26234,NA
18023,"Clinton County, Indiana",B01003_001,32273,NA
18025,"Crawford County, Indiana",B01003_001,10569,NA
18027,"Daviess County, Indiana",B01003_001,33120,NA
18029,"Dearborn County, Indiana",B01003_001,49479,NA
18031,"Decatur County, Indiana",B01003_001,26562,NA
18033,"DeKalb County, Indiana",B01003_001,42927,NA
18035,"Delaware County, Indiana",B01003_001,115020,NA
18037,"Dubois County, Indiana",B01003_001,42543,NA
18039,"Elkhart County, Indiana",B01003_001,204558,NA
18041,"Fayette County, Indiana",B01003_001,23194,NA
18043,"Floyd County, Indiana",B01003_001,77320,NA
18045,"Fountain County, Indiana",B01003_001,16430,NA
18047,"Franklin County, Indiana",B01003_001,22774,NA
18049,"Fulton County, Indiana",B01003_001,20096,NA
18051,"Gibson County, Indiana",B01003_001,33656,NA
18053,"Grant County, Indiana",B01003_001,66452,NA
18055,"Greene County, Indiana",B01003_001,32159,NA
18057,"Hamilton County, Indiana",B01003_001,323117,NA
18059,"Hancock County, Indiana",B01003_001,75164,NA
18061,"Harrison County, Indiana",B01003_001,39940,NA
18063,"Hendricks County, Indiana",B01003_001,163799,NA
18065,"Henry County, Indiana",B01003_001,48255,NA
18067,"Howard County, Indiana",B01003_001,82331,NA
18069,"Huntington County, Indiana",B01003_001,36359,NA
18071,"Jackson County, Indiana",B01003_001,44025,NA
18073,"Jasper County, Indiana",B01003_001,33447,NA
18075,"Jay County, Indiana",B01003_001,20840,NA
18077,"Jefferson County, Indiana",B01003_001,32201,NA
18079,"Jennings County, Indiana",B01003_001,27710,NA
18081,"Johnson County, Indiana",B01003_001,153716,NA
18083,"Knox County, Indiana",B01003_001,37065,NA
18085,"Kosciusko County, Indiana",B01003_001,79035,NA
18087,"LaGrange County, Indiana",B01003_001,39193,NA
18089,"Lake County, Indiana",B01003_001,485707,NA
18091,"LaPorte County, Indiana",B01003_001,110154,NA
18093,"Lawrence County, Indiana",B01003_001,45548,NA
18095,"Madison County, Indiana",B01003_001,129455,NA
18097,"Marion County, Indiana",B01003_001,951869,NA
18099,"Marshall County, Indiana",B01003_001,46461,NA
18101,"Martin County, Indiana",B01003_001,10212,NA
18103,"Miami County, Indiana",B01003_001,35815,NA
18105,"Monroe County, Indiana",B01003_001,146461,NA
18107,"Montgomery County, Indiana",B01003_001,38287,NA
18109,"Morgan County, Indiana",B01003_001,69922,NA
18111,"Newton County, Indiana",B01003_001,13992,NA
18113,"Noble County, Indiana",B01003_001,47506,NA
18115,"Ohio County, Indiana",B01003_001,5874,NA
18117,"Orange County, Indiana",B01003_001,19545,NA
18119,"Owen County, Indiana",B01003_001,20835,NA
18121,"Parke County, Indiana",B01003_001,16946,NA
18123,"Perry County, Indiana",B01003_001,19102,NA
18125,"Pike County, Indiana",B01003_001,12378,NA
18127,"Porter County, Indiana",B01003_001,168636,NA
18129,"Posey County, Indiana",B01003_001,25560,NA
18131,"Pulaski County, Indiana",B01003_001,12559,NA
18133,"Putnam County, Indiana",B01003_001,37384,NA
18135,"Randolph County, Indiana",B01003_001,24926,NA
18137,"Ripley County, Indiana",B01003_001,28391,NA
18139,"Rush County, Indiana",B01003_001,16641,NA
18141,"St. Joseph County, Indiana",B01003_001,270216,NA
18143,"Scott County, Indiana",B01003_001,23759,NA
18145,"Shelby County, Indiana",B01003_001,44438,NA
18147,"Spencer County, Indiana",B01003_001,20447,NA
18149,"Starke County, Indiana",B01003_001,22952,NA
18151,"Steuben County, Indiana",B01003_001,34453,NA
18153,"Sullivan County, Indiana",B01003_001,20730,NA
18155,"Switzerland County, Indiana",B01003_001,10685,NA
18157,"Tippecanoe County, Indiana",B01003_001,191553,NA
18159,"Tipton County, Indiana",B01003_001,15162,NA
18161,"Union County, Indiana",B01003_001,7113,NA
18163,"Vanderburgh County, Indiana",B01003_001,181291,NA
18165,"Vermillion County, Indiana",B01003_001,15539,NA
18167,"Vigo County, Indiana",B01003_001,107459,NA
18169,"Wabash County, Indiana",B01003_001,31389,NA
18171,"Warren County, Indiana",B01003_001,8237,NA
18173,"Warrick County, Indiana",B01003_001,62280,NA
18175,"Washington County, Indiana",B01003_001,27848,NA
18177,"Wayne County, Indiana",B01003_001,66342,NA
18179,"Wells County, Indiana",B01003_001,28011,NA
18181,"White County, Indiana",B01003_001,24149,NA
18183,"Whitley County, Indiana",B01003_001,33730,NA
19001,"Adair County, Iowa",B01003_001,7085,NA
19003,"Adams County, Iowa",B01003_001,3670,NA
19005,"Allamakee County, Iowa",B01003_001,13813,NA
19007,"Appanoose County, Iowa",B01003_001,12452,NA
19009,"Audubon County, Iowa",B01003_001,5571,NA
19011,"Benton County, Iowa",B01003_001,25636,NA
19013,"Black Hawk County, Iowa",B01003_001,132393,NA
19015,"Boone County, Iowa",B01003_001,26370,NA
19017,"Bremer County, Iowa",B01003_001,24864,NA
19019,"Buchanan County, Iowa",B01003_001,21118,NA
19021,"Buena Vista County, Iowa",B01003_001,20058,NA
19023,"Butler County, Iowa",B01003_001,14628,NA
19025,"Calhoun County, Iowa",B01003_001,9744,NA
19027,"Carroll County, Iowa",B01003_001,20281,NA
19029,"Cass County, Iowa",B01003_001,13091,NA
19031,"Cedar County, Iowa",B01003_001,18457,NA
19033,"Cerro Gordo County, Iowa",B01003_001,42834,NA
19035,"Cherokee County, Iowa",B01003_001,11343,NA
19037,"Chickasaw County, Iowa",B01003_001,12026,NA
19039,"Clarke County, Iowa",B01003_001,9360,NA
19041,"Clay County, Iowa",B01003_001,16211,NA
19043,"Clayton County, Iowa",B01003_001,17625,NA
19045,"Clinton County, Iowa",B01003_001,46909,NA
19047,"Crawford County, Iowa",B01003_001,17034,NA
19049,"Dallas County, Iowa",B01003_001,87099,NA
19051,"Davis County, Iowa",B01003_001,8920,NA
19053,"Decatur County, Iowa",B01003_001,7979,NA
19055,"Delaware County, Iowa",B01003_001,17183,NA
19057,"Des Moines County, Iowa",B01003_001,39386,NA
19059,"Dickinson County, Iowa",B01003_001,17127,NA
19061,"Dubuque County, Iowa",B01003_001,96982,NA
19063,"Emmet County, Iowa",B01003_001,9438,NA
19065,"Fayette County, Iowa",B01003_001,19803,NA
19067,"Floyd County, Iowa",B01003_001,15786,NA
19069,"Franklin County, Iowa",B01003_001,10162,NA
19071,"Fremont County, Iowa",B01003_001,6946,NA
19073,"Greene County, Iowa",B01003_001,8950,NA
19075,"Grundy County, Iowa",B01003_001,12299,NA
19077,"Guthrie County, Iowa",B01003_001,10669,NA
19079,"Hamilton County, Iowa",B01003_001,14997,NA
19081,"Hancock County, Iowa",B01003_001,10802,NA
19083,"Hardin County, Iowa",B01003_001,17061,NA
19085,"Harrison County, Iowa",B01003_001,14089,NA
19087,"Henry County, Iowa",B01003_001,19941,NA
19089,"Howard County, Iowa",B01003_001,9226,NA
19091,"Humboldt County, Iowa",B01003_001,9554,NA
19093,"Ida County, Iowa",B01003_001,6901,NA
19095,"Iowa County, Iowa",B01003_001,16189,NA
19097,"Jackson County, Iowa",B01003_001,19401,NA
19099,"Jasper County, Iowa",B01003_001,36971,NA
19101,"Jefferson County, Iowa",B01003_001,18148,NA
19103,"Johnson County, Iowa",B01003_001,148577,NA
19105,"Jones County, Iowa",B01003_001,20559,NA
19107,"Keokuk County, Iowa",B01003_001,10188,NA
19109,"Kossuth County, Iowa",B01003_001,14978,NA
19111,"Lee County, Iowa",B01003_001,34227,NA
19113,"Linn County, Iowa",B01003_001,223861,NA
19115,"Louisa County, Iowa",B01003_001,11178,NA
19117,"Lucas County, Iowa",B01003_001,8583,NA
19119,"Lyon County, Iowa",B01003_001,11776,NA
19121,"Madison County, Iowa",B01003_001,16012,NA
19123,"Mahaska County, Iowa",B01003_001,22164,NA
19125,"Marion County, Iowa",B01003_001,33172,NA
19127,"Marshall County, Iowa",B01003_001,39964,NA
19129,"Mills County, Iowa",B01003_001,15034,NA
19131,"Mitchell County, Iowa",B01003_001,10608,NA
19133,"Monona County, Iowa",B01003_001,8730,NA
19135,"Monroe County, Iowa",B01003_001,7807,NA
19137,"Montgomery County, Iowa",B01003_001,10053,NA
19139,"Muscatine County, Iowa",B01003_001,42889,NA
19141,"O'Brien County, Iowa",B01003_001,13835,NA
19143,"Osceola County, Iowa",B01003_001,6052,NA
19145,"Page County, Iowa",B01003_001,15268,NA
19147,"Palo Alto County, Iowa",B01003_001,9003,NA
19149,"Plymouth County, Iowa",B01003_001,25068,NA
19151,"Pocahontas County, Iowa",B01003_001,6797,NA
19153,"Polk County, Iowa",B01003_001,479612,NA
19155,"Pottawattamie County, Iowa",B01003_001,93393,NA
19157,"Poweshiek County, Iowa",B01003_001,18388,NA
19159,"Ringgold County, Iowa",B01003_001,4964,NA
19161,"Sac County, Iowa",B01003_001,9802,NA
19163,"Scott County, Iowa",B01003_001,172446,NA
19165,"Shelby County, Iowa",B01003_001,11606,NA
19167,"Sioux County, Iowa",B01003_001,34827,NA
19169,"Story County, Iowa",B01003_001,96941,NA
19171,"Tama County, Iowa",B01003_001,17032,NA
19173,"Taylor County, Iowa",B01003_001,6167,NA
19175,"Union County, Iowa",B01003_001,12358,NA
19177,"Van Buren County, Iowa",B01003_001,7150,NA
19179,"Wapello County, Iowa",B01003_001,35141,NA
19181,"Warren County, Iowa",B01003_001,50076,NA
19183,"Washington County, Iowa",B01003_001,22100,NA
19185,"Wayne County, Iowa",B01003_001,6429,NA
19187,"Webster County, Iowa",B01003_001,36545,NA
19189,"Winnebago County, Iowa",B01003_001,10534,NA
19191,"Winneshiek County, Iowa",B01003_001,20262,NA
19193,"Woodbury County, Iowa",B01003_001,102586,NA
19195,"Worth County, Iowa",B01003_001,7445,NA
19197,"Wright County, Iowa",B01003_001,12739,NA
20001,"Allen County, Kansas",B01003_001,12556,NA
20003,"Anderson County, Kansas",B01003_001,7835,NA
20005,"Atchison County, Kansas",B01003_001,16268,NA
20007,"Barber County, Kansas",B01003_001,4624,147
20009,"Barton County, Kansas",B01003_001,26453,NA
20011,"Bourbon County, Kansas",B01003_001,14608,NA
20013,"Brown County, Kansas",B01003_001,9626,NA
20015,"Butler County, Kansas",B01003_001,66698,NA
20017,"Chase County, Kansas",B01003_001,2637,NA
20019,"Chautauqua County, Kansas",B01003_001,3323,NA
20021,"Cherokee County, Kansas",B01003_001,20179,NA
20023,"Cheyenne County, Kansas",B01003_001,2665,NA
20025,"Clark County, Kansas",B01003_001,2026,NA
20027,"Clay County, Kansas",B01003_001,8082,NA
20029,"Cloud County, Kansas",B01003_001,8938,NA
20031,"Coffey County, Kansas",B01003_001,8254,NA
20033,"Comanche County, Kansas",B01003_001,1740,147
20035,"Cowley County, Kansas",B01003_001,35351,NA
20037,"Crawford County, Kansas",B01003_001,38968,NA
20039,"Decatur County, Kansas",B01003_001,2860,NA
20041,"Dickinson County, Kansas",B01003_001,18828,NA
20043,"Doniphan County, Kansas",B01003_001,7684,NA
20045,"Douglas County, Kansas",B01003_001,120290,NA
20047,"Edwards County, Kansas",B01003_001,2869,NA
20049,"Elk County, Kansas",B01003_001,2523,NA
20051,"Ellis County, Kansas",B01003_001,28775,NA
20053,"Ellsworth County, Kansas",B01003_001,6231,NA
20055,"Finney County, Kansas",B01003_001,36750,NA
20057,"Ford County, Kansas",B01003_001,34179,NA
20059,"Franklin County, Kansas",B01003_001,25558,NA
20061,"Geary County, Kansas",B01003_001,34025,NA
20063,"Gove County, Kansas",B01003_001,2644,133
20065,"Graham County, Kansas",B01003_001,2519,NA
20067,"Grant County, Kansas",B01003_001,7467,NA
20069,"Gray County, Kansas",B01003_001,6039,NA
20071,"Greeley County, Kansas",B01003_001,1185,110
20073,"Greenwood County, Kansas",B01003_001,6081,NA
20075,"Hamilton County, Kansas",B01003_001,2591,NA
20077,"Harper County, Kansas",B01003_001,5594,NA
20079,"Harvey County, Kansas",B01003_001,34503,NA
20081,"Haskell County, Kansas",B01003_001,4018,NA
20083,"Hodgeman County, Kansas",B01003_001,1876,134
20085,"Jackson County, Kansas",B01003_001,13266,NA
20087,"Jefferson County, Kansas",B01003_001,18890,NA
20089,"Jewell County, Kansas",B01003_001,2885,NA
20091,"Johnson County, Kansas",B01003_001,591506,NA
20093,"Kearny County, Kansas",B01003_001,3907,NA
20095,"Kingman County, Kansas",B01003_001,7340,NA
20097,"Kiowa County, Kansas",B01003_001,2505,NA
20099,"Labette County, Kansas",B01003_001,20119,NA
20101,"Lane County, Kansas",B01003_001,1564,133
20103,"Leavenworth County, Kansas",B01003_001,80745,NA
20105,"Lincoln County, Kansas",B01003_001,3044,NA
20107,"Linn County, Kansas",B01003_001,9671,NA
20109,"Logan County, Kansas",B01003_001,2805,NA
20111,"Lyon County, Kansas",B01003_001,33251,NA
20113,"McPherson County, Kansas",B01003_001,28567,NA
20115,"Marion County, Kansas",B01003_001,11964,NA
20117,"Marshall County, Kansas",B01003_001,9749,NA
20119,"Meade County, Kansas",B01003_001,4180,NA
20121,"Miami County, Kansas",B01003_001,33417,NA
20123,"Mitchell County, Kansas",B01003_001,6145,NA
20125,"Montgomery County, Kansas",B01003_001,32521,NA
20127,"Morris County, Kansas",B01003_001,5566,NA
20129,"Morton County, Kansas",B01003_001,2754,NA
20131,"Nemaha County, Kansas",B01003_001,10121,NA
20133,"Neosho County, Kansas",B01003_001,16108,NA
20135,"Ness County, Kansas",B01003_001,2876,NA
20137,"Norton County, Kansas",B01003_001,5446,NA
20139,"Osage County, Kansas",B01003_001,15881,NA
20141,"Osborne County, Kansas",B01003_001,3530,NA
20143,"Ottawa County, Kansas",B01003_001,5822,NA
20145,"Pawnee County, Kansas",B01003_001,6629,NA
20147,"Phillips County, Kansas",B01003_001,5340,NA
20149,"Pottawatomie County, Kansas",B01003_001,23847,NA
20151,"Pratt County, Kansas",B01003_001,9452,NA
20153,"Rawlins County, Kansas",B01003_001,2502,NA
20155,"Reno County, Kansas",B01003_001,62765,NA
20157,"Republic County, Kansas",B01003_001,4658,NA
20159,"Rice County, Kansas",B01003_001,9658,NA
20161,"Riley County, Kansas",B01003_001,75056,NA
20163,"Rooks County, Kansas",B01003_001,5053,NA
20165,"Rush County, Kansas",B01003_001,3022,134
20167,"Russell County, Kansas",B01003_001,6948,NA
20169,"Saline County, Kansas",B01003_001,54701,NA
20171,"Scott County, Kansas",B01003_001,4917,NA
20173,"Sedgwick County, Kansas",B01003_001,513375,NA
20175,"Seward County, Kansas",B01003_001,22349,NA
20177,"Shawnee County, Kansas",B01003_001,177852,NA
20179,"Sheridan County, Kansas",B01003_001,2506,NA
20181,"Sherman County, Kansas",B01003_001,5938,NA
20183,"Smith County, Kansas",B01003_001,3627,NA
20185,"Stafford County, Kansas",B01003_001,4181,NA
20187,"Stanton County, Kansas",B01003_001,2052,NA
20189,"Stevens County, Kansas",B01003_001,5603,NA
20191,"Sumner County, Kansas",B01003_001,23114,NA
20193,"Thomas County, Kansas",B01003_001,7810,NA
20195,"Trego County, Kansas",B01003_001,2840,NA
20197,"Wabaunsee County, Kansas",B01003_001,6889,NA
20199,"Wallace County, Kansas",B01003_001,1574,110
20201,"Washington County, Kansas",B01003_001,5493,NA
20203,"Wichita County, Kansas",B01003_001,2130,NA
20205,"Wilson County, Kansas",B01003_001,8688,NA
20207,"Woodson County, Kansas",B01003_001,3157,NA
20209,"Wyandotte County, Kansas",B01003_001,164861,NA
21001,"Adair County, Kentucky",B01003_001,19222,NA
21003,"Allen County, Kentucky",B01003_001,20944,NA
21005,"Anderson County, Kentucky",B01003_001,22409,NA
21007,"Ballard County, Kentucky",B01003_001,8032,NA
21009,"Barren County, Kentucky",B01003_001,43884,NA
21011,"Bath County, Kentucky",B01003_001,12355,NA
21013,"Bell County, Kentucky",B01003_001,26791,NA
21015,"Boone County, Kentucky",B01003_001,130820,NA
21017,"Bourbon County, Kentucky",B01003_001,20058,NA
21019,"Boyd County, Kentucky",B01003_001,47682,NA
21021,"Boyle County, Kentucky",B01003_001,29972,NA
21023,"Bracken County, Kentucky",B01003_001,8305,NA
21025,"Breathitt County, Kentucky",B01003_001,12977,NA
21027,"Breckinridge County, Kentucky",B01003_001,20176,NA
21029,"Bullitt County, Kentucky",B01003_001,80171,NA
21031,"Butler County, Kentucky",B01003_001,12764,NA
21033,"Caldwell County, Kentucky",B01003_001,12702,NA
21035,"Calloway County, Kentucky",B01003_001,38837,NA
21037,"Campbell County, Kentucky",B01003_001,92861,NA
21039,"Carlisle County, Kentucky",B01003_001,4784,NA
21041,"Carroll County, Kentucky",B01003_001,10671,NA
21043,"Carter County, Kentucky",B01003_001,27159,NA
21045,"Casey County, Kentucky",B01003_001,15885,NA
21047,"Christian County, Kentucky",B01003_001,71414,NA
21049,"Clark County, Kentucky",B01003_001,35971,NA
21051,"Clay County, Kentucky",B01003_001,20368,NA
21053,"Clinton County, Kentucky",B01003_001,10193,NA
21055,"Crittenden County, Kentucky",B01003_001,9000,NA
21057,"Cumberland County, Kentucky",B01003_001,6697,NA
21059,"Daviess County, Kentucky",B01003_001,100474,NA
21061,"Edmonson County, Kentucky",B01003_001,12138,NA
21063,"Elliott County, Kentucky",B01003_001,7510,NA
21065,"Estill County, Kentucky",B01003_001,14224,NA
21067,"Fayette County, Kentucky",B01003_001,320601,NA
21069,"Fleming County, Kentucky",B01003_001,14513,NA
21071,"Floyd County, Kentucky",B01003_001,36456,NA
21073,"Franklin County, Kentucky",B01003_001,50529,NA
21075,"Fulton County, Kentucky",B01003_001,6130,NA
