GEOID,NAME,variable,estimate,moe
21077,"Gallatin County, Kentucky",B01003_001,8737,NA
21079,"Garrard County, Kentucky",B01003_001,17445,NA
21081,"Grant County, Kentucky",B01003_001,24951,NA
21083,"Graves County, Kentucky",B01003_001,37248,NA
21085,"Grayson County, Kentucky",B01003_001,26247,NA
21087,"Green County, Kentucky",B01003_001,10979,NA
21089,"Greenup County, Kentucky",B01003_001,35555,NA
21091,"Hancock County, Kentucky",B01003_001,8720,NA
21093,"Hardin County, Kentucky",B01003_001,108527,NA
21095,"Harlan County, Kentucky",B01003_001,26699,NA
21097,"Harrison County, Kentucky",B01003_001,18722,NA
21099,"Hart County, Kentucky",B01003_001,18729,NA
21101,"Henderson County, Kentucky",B01003_001,45829,NA
21103,"Henry County, Kentucky",B01003_001,15911,NA
21105,"Hickman County, Kentucky",B01003_001,4510,NA
21107,"Hopkins County, Kentucky",B01003_001,45331,NA
21109,"Jackson County, Kentucky",B01003_001,13369,NA
21111,"Jefferson County, Kentucky",B01003_001,767419,NA
21113,"Jessamine County, Kentucky",B01003_001,53032,NA
21115,"Johnson County, Kentucky",B01003_001,22634,NA
21117,"Kenton County, Kentucky",B01003_001,165668,NA
21119,"Knott County, Kentucky",B01003_001,15260,NA
21121,"Knox County, Kentucky",B01003_001,31365,NA
21123,"Larue County, Kentucky",B01003_001,14204,NA
21125,"Laurel County, Kentucky",B01003_001,60357,NA
21127,"Lawrence County, Kentucky",B01003_001,15671,NA
21129,"Lee County, Kentucky",B01003_001,6881,NA
21131,"Leslie County, Kentucky",B01003_001,10283,NA
21133,"Letcher County, Kentucky",B01003_001,22295,NA
21135,"Lewis County, Kentucky",B01003_001,13417,NA
21137,"Lincoln County, Kentucky",B01003_001,24476,NA
21139,"Livingston County, Kentucky",B01003_001,9235,NA
21141,"Logan County, Kentucky",B01003_001,26902,NA
21143,"Lyon County, Kentucky",B01003_001,8271,NA
21145,"McCracken County, Kentucky",B01003_001,65268,NA
21147,"McCreary County, Kentucky",B01003_001,17465,NA
21149,"McLean County, Kentucky",B01003_001,9283,NA
21151,"Madison County, Kentucky",B01003_001,90802,NA
21153,"Magoffin County, Kentucky",B01003_001,12491,NA
21155,"Marion County, Kentucky",B01003_001,19244,NA
21157,"Marshall County, Kentucky",B01003_001,31192,NA
21159,"Martin County, Kentucky",B01003_001,11648,NA
21161,"Mason County, Kentucky",B01003_001,17112,NA
21163,"Meade County, Kentucky",B01003_001,28182,NA
21165,"Menifee County, Kentucky",B01003_001,6443,NA
21167,"Mercer County, Kentucky",B01003_001,21592,NA
21169,"Metcalfe County, Kentucky",B01003_001,10036,NA
21171,"Monroe County, Kentucky",B01003_001,10627,NA
21173,"Montgomery County, Kentucky",B01003_001,27884,NA
21175,"Morgan County, Kentucky",B01003_001,13288,NA
21177,"Muhlenberg County, Kentucky",B01003_001,30951,NA
21179,"Nelson County, Kentucky",B01003_001,45650,NA
21181,"Nicholas County, Kentucky",B01003_001,7153,NA
21183,"Ohio County, Kentucky",B01003_001,24071,NA
21185,"Oldham County, Kentucky",B01003_001,65967,NA
21187,"Owen County, Kentucky",B01003_001,10796,NA
21189,"Owsley County, Kentucky",B01003_001,4442,NA
21191,"Pendleton County, Kentucky",B01003_001,14572,NA
21193,"Perry County, Kentucky",B01003_001,26624,NA
21195,"Pike County, Kentucky",B01003_001,59497,NA
21197,"Powell County, Kentucky",B01003_001,12304,NA
21199,"Pulaski County, Kentucky",B01003_001,64350,NA
21201,"Robertson County, Kentucky",B01003_001,2123,NA
21203,"Rockcastle County, Kentucky",B01003_001,16820,NA
21205,"Rowan County, Kentucky",B01003_001,24507,NA
21207,"Russell County, Kentucky",B01003_001,17778,NA
21209,"Scott County, Kentucky",B01003_001,54667,NA
21211,"Shelby County, Kentucky",B01003_001,47325,NA
21213,"Simpson County, Kentucky",B01003_001,18183,NA
21215,"Spencer County, Kentucky",B01003_001,18680,NA
21217,"Taylor County, Kentucky",B01003_001,25571,NA
21219,"Todd County, Kentucky",B01003_001,12316,NA
21221,"Trigg County, Kentucky",B01003_001,14449,NA
21223,"Trimble County, Kentucky",B01003_001,8558,NA
21225,"Union County, Kentucky",B01003_001,14638,NA
21227,"Warren County, Kentucky",B01003_001,128652,NA
21229,"Washington County, Kentucky",B01003_001,12023,NA
21231,"Wayne County, Kentucky",B01003_001,20546,NA
21233,"Webster County, Kentucky",B01003_001,13068,NA
21235,"Whitley County, Kentucky",B01003_001,36131,NA
21237,"Wolfe County, Kentucky",B01003_001,7207,NA
21239,"Woodford County, Kentucky",B01003_001,26318,NA
22001,"Acadia Parish, Louisiana",B01003_001,62457,NA
22003,"Allen Parish, Louisiana",B01003_001,25618,NA
22005,"Ascension Parish, Louisiana",B01003_001,123114,NA
22007,"Assumption Parish, Louisiana",B01003_001,22478,NA
22009,"Avoyelles Parish, Louisiana",B01003_001,40669,NA
22011,"Beauregard Parish, Louisiana",B01003_001,37043,NA
22013,"Bienville Parish, Louisiana",B01003_001,13564,NA
22015,"Bossier Parish, Louisiana",B01003_001,126499,NA
22017,"Caddo Parish, Louisiana",B01003_001,245831,NA
22019,"Calcasieu Parish, Louisiana",B01003_001,201619,NA
22021,"Caldwell Parish, Louisiana",B01003_001,9992,NA
22023,"Cameron Parish, Louisiana",B01003_001,6930,NA
22025,"Catahoula Parish, Louisiana",B01003_001,9766,NA
22027,"Claiborne Parish, Louisiana",B01003_001,15985,NA
22029,"Concordia Parish, Louisiana",B01003_001,19778,NA
22031,"De Soto Parish, Louisiana",B01003_001,27289,NA
22033,"East Baton Rouge Parish, Louisiana",B01003_001,443763,NA
22035,"East Carroll Parish, Louisiana",B01003_001,7096,NA
22037,"East Feliciana Parish, Louisiana",B01003_001,19371,NA
22039,"Evangeline Parish, Louisiana",B01003_001,33589,NA
22041,"Franklin Parish, Louisiana",B01003_001,20238,NA
22043,"Grant Parish, Louisiana",B01003_001,22340,NA
22045,"Iberia Parish, Louisiana",B01003_001,71887,NA
22047,"Iberville Parish, Louisiana",B01003_001,32822,NA
22049,"Jackson Parish, Louisiana",B01003_001,15879,NA
22051,"Jefferson Parish, Louisiana",B01003_001,434850,NA
22053,"Jefferson Davis Parish, Louisiana",B01003_001,31441,NA
22055,"Lafayette Parish, Louisiana",B01003_001,241973,NA
22057,"Lafourche Parish, Louisiana",B01003_001,98108,NA
22059,"LaSalle Parish, Louisiana",B01003_001,14936,NA
22061,"Lincoln Parish, Louisiana",B01003_001,47246,NA
22063,"Livingston Parish, Louisiana",B01003_001,138928,NA
22065,"Madison Parish, Louisiana",B01003_001,11306,NA
22067,"Morehouse Parish, Louisiana",B01003_001,25610,NA
22069,"Natchitoches Parish, Louisiana",B01003_001,38769,NA
22071,"Orleans Parish, Louisiana",B01003_001,390845,NA
22073,"Ouachita Parish, Louisiana",B01003_001,155494,NA
22075,"Plaquemines Parish, Louisiana",B01003_001,23338,NA
22077,"Pointe Coupee Parish, Louisiana",B01003_001,22016,NA
22079,"Rapides Parish, Louisiana",B01003_001,130970,NA
22081,"Red River Parish, Louisiana",B01003_001,8565,NA
22083,"Richland Parish, Louisiana",B01003_001,20350,NA
22085,"Sabine Parish, Louisiana",B01003_001,23991,NA
22087,"St. Bernard Parish, Louisiana",B01003_001,46266,NA
22089,"St. Charles Parish, Louisiana",B01003_001,52773,NA
22091,"St. Helena Parish, Louisiana",B01003_001,10297,NA
22093,"St. James Parish, Louisiana",B01003_001,21308,NA
22095,"St. John the Baptist Parish, Louisiana",B01003_001,43242,NA
22097,"St. Landry Parish, Louisiana",B01003_001,83172,NA
22099,"St. Martin Parish, Louisiana",B01003_001,53732,NA
22101,"St. Mary Parish, Louisiana",B01003_001,50968,NA
22103,"St. Tammany Parish, Louisiana",B01003_001,255155,NA
22105,"Tangipahoa Parish, Louisiana",B01003_001,132057,NA
22107,"Tensas Parish, Louisiana",B01003_001,4561,NA
22109,"Terrebonne Parish, Louisiana",B01003_001,112054,NA
22111,"Union Parish, Louisiana",B01003_001,22353,NA
22113,"Vermilion Parish, Louisiana",B01003_001,59865,NA
22115,"Vernon Parish, Louisiana",B01003_001,49646,NA
22117,"Washington Parish, Louisiana",B01003_001,46435,NA
22119,"Webster Parish, Louisiana",B01003_001,39242,NA
22121,"West Baton Rouge Parish, Louisiana",B01003_001,26101,NA
22123,"West Carroll Parish, Louisiana",B01003_001,11041,NA
22125,"West Feliciana Parish, Louisiana",B01003_001,15428,NA
22127,"Winn Parish, Louisiana",B01003_001,14313,NA
23001,"Androscoggin County, Maine",B01003_001,107602,NA
23003,"Aroostook County, Maine",B01003_001,67809,NA
23005,"Cumberland County, Maine",B01003_001,292307,NA
23007,"Franklin County, Maine",B01003_001,29982,NA
23009,"Hancock County, Maine",B01003_001,54601,NA
23011,"Kennebec County, Maine",B01003_001,121753,NA
23013,"Knox County, Maine",B01003_001,39759,NA
23015,"Lincoln County, Maine",B01003_001,34201,NA
23017,"Oxford County, Maine",B01003_001,57550,NA
23019,"Penobscot County, Maine",B01003_001,151774,NA
23021,"Piscataquis County, Maine",B01003_001,16836,NA
23023,"Sagadahoc County, Maine",B01003_001,35452,NA
23025,"Somerset County, Maine",B01003_001,50520,NA
23027,"Waldo County, Maine",B01003_001,39539,NA
23029,"Washington County, Maine",B01003_001,31491,NA
23031,"York County, Maine",B01003_001,204316,NA
24001,"Allegany County, Maryland",B01003_001,71445,NA
24003,"Anne Arundel County, Maryland",B01003_001,571275,NA
24005,"Baltimore County, Maryland",B01003_001,828018,NA
24009,"Calvert County, Maryland",B01003_001,91511,NA
24011,"Caroline County, Maryland",B01003_001,33049,NA
24013,"Carroll County, Maryland",B01003_001,167699,NA
24015,"Cecil County, Maryland",B01003_001,102552,NA
24017,"Charles County, Maryland",B01003_001,159428,NA
24019,"Dorchester County, Maryland",B01003_001,32138,NA
24021,"Frederick County, Maryland",B01003_001,251422,NA
24023,"Garrett County, Maryland",B01003_001,29235,NA
24025,"Harford County, Maryland",B01003_001,252222,NA
24027,"Howard County, Maryland",B01003_001,318855,NA
24029,"Kent County, Maryland",B01003_001,19536,NA
24031,"Montgomery County, Maryland",B01003_001,1043530,NA
24033,"Prince George's County, Maryland",B01003_001,908670,NA
24035,"Queen Anne's County, Maryland",B01003_001,49632,NA
24037,"St. Mary's County, Maryland",B01003_001,112290,NA
24039,"Somerset County, Maryland",B01003_001,25729,NA
24041,"Talbot County, Maryland",B01003_001,37167,NA
24043,"Washington County, Maryland",B01003_001,150109,NA
24045,"Wicomico County, Maryland",B01003_001,102539,NA
24047,"Worcester County, Maryland",B01003_001,51765,NA
24510,"Baltimore city, Maryland",B01003_001,609032,NA
25001,"Barnstable County, Massachusetts",B01003_001,213496,NA
25003,"Berkshire County, Massachusetts",B01003_001,126425,NA
25005,"Bristol County, Massachusetts",B01003_001,561037,NA
25007,"Dukes County, Massachusetts",B01003_001,17312,NA
25009,"Essex County, Massachusetts",B01003_001,783676,NA
25011,"Franklin County, Massachusetts",B01003_001,70577,NA
25013,"Hampden County, Massachusetts",B01003_001,467871,NA
25015,"Hampshire County, Massachusetts",B01003_001,161032,NA
25017,"Middlesex County, Massachusetts",B01003_001,1600842,NA
25019,"Nantucket County, Massachusetts",B01003_001,11168,NA
25021,"Norfolk County, Massachusetts",B01003_001,700437,NA
25023,"Plymouth County, Massachusetts",B01003_001,515303,NA
25025,"Suffolk County, Massachusetts",B01003_001,796605,NA
25027,"Worcester County, Massachusetts",B01003_001,824772,NA
26001,"Alcona County, Michigan",B01003_001,10353,NA
26003,"Alger County, Michigan",B01003_001,9151,NA
26005,"Allegan County, Michigan",B01003_001,116143,NA
26007,"Alpena County, Michigan",B01003_001,28520,NA
26009,"Antrim County, Michigan",B01003_001,23206,NA
26011,"Arenac County, Michigan",B01003_001,15070,NA
26013,"Baraga County, Michigan",B01003_001,8421,NA
26015,"Barry County, Michigan",B01003_001,60540,NA
26017,"Bay County, Michigan",B01003_001,104104,NA
26019,"Benzie County, Michigan",B01003_001,17615,NA
26021,"Berrien County, Michigan",B01003_001,154133,NA
26023,"Branch County, Michigan",B01003_001,43513,NA
26025,"Calhoun County, Michigan",B01003_001,134212,NA
26027,"Cass County, Michigan",B01003_001,51523,NA
26029,"Charlevoix County, Michigan",B01003_001,26188,NA
26031,"Cheboygan County, Michigan",B01003_001,25418,NA
26033,"Chippewa County, Michigan",B01003_001,37629,NA
26035,"Clare County, Michigan",B01003_001,30651,NA
26037,"Clinton County, Michigan",B01003_001,78389,NA
26039,"Crawford County, Michigan",B01003_001,13892,NA
26041,"Delta County, Michigan",B01003_001,36026,NA
26043,"Dickinson County, Michigan",B01003_001,25439,NA
26045,"Eaton County, Michigan",B01003_001,109456,NA
26047,"Emmet County, Michigan",B01003_001,33104,NA
26049,"Genesee County, Michigan",B01003_001,407875,NA
26051,"Gladwin County, Michigan",B01003_001,25279,NA
26053,"Gogebic County, Michigan",B01003_001,15061,NA
26055,"Grand Traverse County, Michigan",B01003_001,92181,NA
26057,"Gratiot County, Michigan",B01003_001,40916,NA
26059,"Hillsdale County, Michigan",B01003_001,45757,NA
26061,"Houghton County, Michigan",B01003_001,36070,NA
26063,"Huron County, Michigan",B01003_001,31349,NA
26065,"Ingham County, Michigan",B01003_001,290587,NA
26067,"Ionia County, Michigan",B01003_001,64300,NA
26069,"Iosco County, Michigan",B01003_001,25197,NA
26071,"Iron County, Michigan",B01003_001,11152,NA
26073,"Isabella County, Michigan",B01003_001,70688,NA
26075,"Jackson County, Michigan",B01003_001,158636,NA
26077,"Kalamazoo County, Michigan",B01003_001,262745,NA
26079,"Kalkaska County, Michigan",B01003_001,17585,NA
26081,"Kent County, Michigan",B01003_001,648121,NA
26083,"Keweenaw County, Michigan",B01003_001,2111,NA
26085,"Lake County, Michigan",B01003_001,11852,NA
26087,"Lapeer County, Michigan",B01003_001,88038,NA
26089,"Leelanau County, Michigan",B01003_001,21652,NA
26091,"Lenawee County, Michigan",B01003_001,98381,NA
26093,"Livingston County, Michigan",B01003_001,189754,NA
26095,"Luce County, Michigan",B01003_001,6338,NA
26097,"Mackinac County, Michigan",B01003_001,10780,NA
26099,"Macomb County, Michigan",B01003_001,870325,NA
26101,"Manistee County, Michigan",B01003_001,24457,NA
26103,"Marquette County, Michigan",B01003_001,66686,NA
26105,"Mason County, Michigan",B01003_001,28954,NA
26107,"Mecosta County, Michigan",B01003_001,43251,NA
26109,"Menominee County, Michigan",B01003_001,23074,NA
26111,"Midland County, Michigan",B01003_001,83355,NA
26113,"Missaukee County, Michigan",B01003_001,15028,NA
26115,"Monroe County, Michigan",B01003_001,149727,NA
26117,"Montcalm County, Michigan",B01003_001,63413,NA
26119,"Montmorency County, Michigan",B01003_001,9265,NA
26121,"Muskegon County, Michigan",B01003_001,173297,NA
26123,"Newaygo County, Michigan",B01003_001,48366,NA
26125,"Oakland County, Michigan",B01003_001,1253185,NA
26127,"Oceana County, Michigan",B01003_001,26416,NA
26129,"Ogemaw County, Michigan",B01003_001,20898,NA
26131,"Ontonagon County, Michigan",B01003_001,5877,NA
26133,"Osceola County, Michigan",B01003_001,23290,NA
26135,"Oscoda County, Michigan",B01003_001,8248,NA
26137,"Otsego County, Michigan",B01003_001,24490,NA
26139,"Ottawa County, Michigan",B01003_001,286558,NA
26141,"Presque Isle County, Michigan",B01003_001,12714,NA
26143,"Roscommon County, Michigan",B01003_001,23851,NA
26145,"Saginaw County, Michigan",B01003_001,191821,NA
26147,"St. Clair County, Michigan",B01003_001,159247,NA
26149,"St. Joseph County, Michigan",B01003_001,60836,NA
26151,"Sanilac County, Michigan",B01003_001,41295,NA
26153,"Schoolcraft County, Michigan",B01003_001,8048,NA
26155,"Shiawassee County, Michigan",B01003_001,68340,NA
26157,"Tuscola County, Michigan",B01003_001,52939,NA
26159,"Van Buren County, Michigan",B01003_001,75358,NA
26161,"Washtenaw County, Michigan",B01003_001,367000,NA
26163,"Wayne County, Michigan",B01003_001,1757299,NA
26165,"Wexford County, Michigan",B01003_001,33256,NA
27001,"Aitkin County, Minnesota",B01003_001,15834,NA
27003,"Anoka County, Minnesota",B01003_001,350253,NA
27005,"Becker County, Minnesota",B01003_001,34011,NA
27007,"Beltrami County, Minnesota",B01003_001,46403,NA
27009,"Benton County, Minnesota",B01003_001,40129,NA
27011,"Big Stone County, Minnesota",B01003_001,4996,NA
27013,"Blue Earth County, Minnesota",B01003_001,66795,NA
27015,"Brown County, Minnesota",B01003_001,25163,NA
27017,"Carlton County, Minnesota",B01003_001,35633,NA
27019,"Carver County, Minnesota",B01003_001,101949,NA
27021,"Cass County, Minnesota",B01003_001,29268,NA
27023,"Chippewa County, Minnesota",B01003_001,11953,NA
27025,"Chisago County, Minnesota",B01003_001,55315,NA
27027,"Clay County, Minnesota",B01003_001,63446,NA
27029,"Clearwater County, Minnesota",B01003_001,8821,NA
27031,"Cook County, Minnesota",B01003_001,5376,NA
27033,"Cottonwood County, Minnesota",B01003_001,11299,NA
27035,"Crow Wing County, Minnesota",B01003_001,64217,NA
27037,"Dakota County, Minnesota",B01003_001,421453,NA
27039,"Dodge County, Minnesota",B01003_001,20669,NA
27041,"Douglas County, Minnesota",B01003_001,37513,NA
27043,"Faribault County, Minnesota",B01003_001,13801,NA
27045,"Fillmore County, Minnesota",B01003_001,20949,NA
27047,"Freeborn County, Minnesota",B01003_001,30463,NA
27049,"Goodhue County, Minnesota",B01003_001,46246,NA
27051,"Grant County, Minnesota",B01003_001,5935,NA
27053,"Hennepin County, Minnesota",B01003_001,1245837,NA
27055,"Houston County, Minnesota",B01003_001,18648,NA
27057,"Hubbard County, Minnesota",B01003_001,21019,NA
27059,"Isanti County, Minnesota",B01003_001,39430,NA
27061,"Itasca County, Minnesota",B01003_001,45141,NA
27063,"Jackson County, Minnesota",B01003_001,9954,NA
27065,"Kanabec County, Minnesota",B01003_001,16089,NA
27067,"Kandiyohi County, Minnesota",B01003_001,42841,NA
27069,"Kittson County, Minnesota",B01003_001,4311,NA
27071,"Koochiching County, Minnesota",B01003_001,12515,NA
27073,"Lac qui Parle County, Minnesota",B01003_001,6719,NA
27075,"Lake County, Minnesota",B01003_001,10560,NA
27077,"Lake of the Woods County, Minnesota",B01003_001,3771,NA
27079,"Le Sueur County, Minnesota",B01003_001,28242,NA
27081,"Lincoln County, Minnesota",B01003_001,5677,NA
27083,"Lyon County, Minnesota",B01003_001,25758,NA
27085,"McLeod County, Minnesota",B01003_001,35832,NA
27087,"Mahnomen County, Minnesota",B01003_001,5501,NA
27089,"Marshall County, Minnesota",B01003_001,9372,NA
27091,"Martin County, Minnesota",B01003_001,19852,NA
27093,"Meeker County, Minnesota",B01003_001,23105,NA
27095,"Mille Lacs County, Minnesota",B01003_001,25865,NA
27097,"Morrison County, Minnesota",B01003_001,33064,NA
27099,"Mower County, Minnesota",B01003_001,39807,NA
27101,"Murray County, Minnesota",B01003_001,8296,NA
27103,"Nicollet County, Minnesota",B01003_001,33954,NA
27105,"Nobles County, Minnesota",B01003_001,21734,NA
27107,"Norman County, Minnesota",B01003_001,6520,NA
27109,"Olmsted County, Minnesota",B01003_001,154809,NA
27111,"Otter Tail County, Minnesota",B01003_001,58195,NA
27113,"Pennington County, Minnesota",B01003_001,14183,NA
27115,"Pine County, Minnesota",B01003_001,29223,NA
27117,"Pipestone County, Minnesota",B01003_001,9191,NA
27119,"Polk County, Minnesota",B01003_001,31521,NA
27121,"Pope County, Minnesota",B01003_001,11048,NA
27123,"Ramsey County, Minnesota",B01003_001,544442,NA
27125,"Red Lake County, Minnesota",B01003_001,4015,NA
27127,"Redwood County, Minnesota",B01003_001,15261,NA
27129,"Renville County, Minnesota",B01003_001,14652,NA
27131,"Rice County, Minnesota",B01003_001,66185,NA
27133,"Rock County, Minnesota",B01003_001,9402,NA
27135,"Roseau County, Minnesota",B01003_001,15361,NA
27137,"St. Louis County, Minnesota",B01003_001,199759,NA
27139,"Scott County, Minnesota",B01003_001,145275,NA
27141,"Sherburne County, Minnesota",B01003_001,94463,NA
27143,"Sibley County, Minnesota",B01003_001,14892,NA
27145,"Stearns County, Minnesota",B01003_001,158452,NA
27147,"Steele County, Minnesota",B01003_001,36683,NA
27149,"Stevens County, Minnesota",B01003_001,9789,NA
27151,"Swift County, Minnesota",B01003_001,9359,NA
27153,"Todd County, Minnesota",B01003_001,24494,NA
27155,"Traverse County, Minnesota",B01003_001,3311,NA
27157,"Wabasha County, Minnesota",B01003_001,21537,NA
27159,"Wadena County, Minnesota",B01003_001,13654,NA
27161,"Waseca County, Minnesota",B01003_001,18740,NA
27163,"Washington County, Minnesota",B01003_001,255938,NA
27165,"Watonwan County, Minnesota",B01003_001,10972,NA
27167,"Wilkin County, Minnesota",B01003_001,6291,NA
27169,"Winona County, Minnesota",B01003_001,50725,NA
27171,"Wright County, Minnesota",B01003_001,134438,NA
27173,"Yellow Medicine County, Minnesota",B01003_001,9814,NA
28001,"Adams County, Mississippi",B01003_001,31266,NA
28003,"Alcorn County, Mississippi",B01003_001,37090,NA
28005,"Amite County, Mississippi",B01003_001,12412,NA
28007,"Attala County, Mississippi",B01003_001,18437,NA
28009,"Benton County, Mississippi",B01003_001,8232,NA
28011,"Bolivar County, Mississippi",B01003_001,31848,NA
28013,"Calhoun County, Mississippi",B01003_001,14499,NA
28015,"Carroll County, Mississippi",B01003_001,10070,NA
28017,"Chickasaw County, Mississippi",B01003_001,17193,NA
28019,"Choctaw County, Mississippi",B01003_001,8277,NA
28021,"Claiborne County, Mississippi",B01003_001,9089,NA
28023,"Clarke County, Mississippi",B01003_001,15770,NA
28025,"Clay County, Mississippi",B01003_001,19640,NA
28027,"Coahoma County, Mississippi",B01003_001,23255,NA
28029,"Copiah County, Mississippi",B01003_001,28501,NA
28031,"Covington County, Mississippi",B01003_001,18978,NA
28033,"DeSoto County, Mississippi",B01003_001,178975,NA
28035,"Forrest County, Mississippi",B01003_001,75224,NA
28037,"Franklin County, Mississippi",B01003_001,7733,NA
28039,"George County, Mississippi",B01003_001,23917,NA
28041,"Greene County, Mississippi",B01003_001,13645,NA
28043,"Grenada County, Mississippi",B01003_001,21088,NA
28045,"Hancock County, Mississippi",B01003_001,46961,NA
28047,"Harrison County, Mississippi",B01003_001,204502,NA
28049,"Hinds County, Mississippi",B01003_001,238797,NA
28051,"Holmes County, Mississippi",B01003_001,17737,NA
28053,"Humphreys County, Mississippi",B01003_001,8389,NA
28055,"Issaquena County, Mississippi",B01003_001,1361,241
28057,"Itawamba County, Mississippi",B01003_001,23462,NA
28059,"Jackson County, Mississippi",B01003_001,142376,NA
28061,"Jasper County, Mississippi",B01003_001,16505,NA
28063,"Jefferson County, Mississippi",B01003_001,7225,NA
28065,"Jefferson Davis County, Mississippi",B01003_001,11339,NA
28067,"Jones County, Mississippi",B01003_001,68352,NA
28069,"Kemper County, Mississippi",B01003_001,9943,NA
28071,"Lafayette County, Mississippi",B01003_001,53590,NA
28073,"Lamar County, Mississippi",B01003_001,61969,NA
28075,"Lauderdale County, Mississippi",B01003_001,76279,NA
28077,"Lawrence County, Mississippi",B01003_001,12633,NA
28079,"Leake County, Mississippi",B01003_001,22792,NA
28081,"Lee County, Mississippi",B01003_001,85072,NA
28083,"Leflore County, Mississippi",B01003_001,29222,NA
28085,"Lincoln County, Mississippi",B01003_001,34320,NA
28087,"Lowndes County, Mississippi",B01003_001,59150,NA
28089,"Madison County, Mississippi",B01003_001,104562,NA
28091,"Marion County, Mississippi",B01003_001,24990,NA
28093,"Marshall County, Mississippi",B01003_001,35599,NA
28095,"Monroe County, Mississippi",B01003_001,35673,NA
28097,"Montgomery County, Mississippi",B01003_001,10068,NA
28099,"Neshoba County, Mississippi",B01003_001,29332,NA
28101,"Newton County, Mississippi",B01003_001,21360,NA
28103,"Noxubee County, Mississippi",B01003_001,10700,NA
28105,"Oktibbeha County, Mississippi",B01003_001,49512,NA
28107,"Panola County, Mississippi",B01003_001,34190,NA
28109,"Pearl River County, Mississippi",B01003_001,55219,NA
28111,"Perry County, Mississippi",B01003_001,12006,NA
28113,"Pike County, Mississippi",B01003_001,39532,NA
28115,"Pontotoc County, Mississippi",B01003_001,31618,NA
28117,"Prentiss County, Mississippi",B01003_001,25255,NA
28119,"Quitman County, Mississippi",B01003_001,7187,NA
28121,"Rankin County, Mississippi",B01003_001,152677,NA
28123,"Scott County, Mississippi",B01003_001,28332,NA
28125,"Sharkey County, Mississippi",B01003_001,4404,241
28127,"Simpson County, Mississippi",B01003_001,26888,NA
28129,"Smith County, Mississippi",B01003_001,16009,NA
28131,"Stone County, Mississippi",B01003_001,18276,NA
28133,"Sunflower County, Mississippi",B01003_001,26168,NA
28135,"Tallahatchie County, Mississippi",B01003_001,14158,NA
28137,"Tate County, Mississippi",B01003_001,28404,NA
28139,"Tippah County, Mississippi",B01003_001,22018,NA
28141,"Tishomingo County, Mississippi",B01003_001,19441,NA
28143,"Tunica County, Mississippi",B01003_001,9988,NA
28145,"Union County, Mississippi",B01003_001,28507,NA
28147,"Walthall County, Mississippi",B01003_001,14477,NA
28149,"Warren County, Mississippi",B01003_001,46519,NA
28151,"Washington County, Mississippi",B01003_001,46057,NA
28153,"Wayne County, Mississippi",B01003_001,20373,NA
28155,"Webster County, Mississippi",B01003_001,9768,NA
28157,"Wilkinson County, Mississippi",B01003_001,8875,NA
28159,"Winston County, Mississippi",B01003_001,18229,NA
28161,"Yalobusha County, Mississippi",B01003_001,12367,NA
28163,"Yazoo County, Mississippi",B01003_001,28565,NA
29001,"Adair County, Missouri",B01003_001,25369,NA
29003,"Andrew County, Missouri",B01003_001,17503,NA
29005,"Atchison County, Missouri",B01003_001,5229,NA
29007,"Audrain County, Missouri",B01003_001,25644,NA
29009,"Barry County, Missouri",B01003_001,35530,NA
29011,"Barton County, Missouri",B01003_001,11797,NA
29013,"Bates County, Missouri",B01003_001,16296,NA
29015,"Benton County, Missouri",B01003_001,19107,NA
29017,"Bollinger County, Missouri",B01003_001,12225,NA
29019,"Boone County, Missouri",B01003_001,177651,NA
29021,"Buchanan County, Missouri",B01003_001,88460,NA
29023,"Butler County, Missouri",B01003_001,42656,NA
29025,"Caldwell County, Missouri",B01003_001,9039,NA
29027,"Callaway County, Missouri",B01003_001,44889,NA
29029,"Camden County, Missouri",B01003_001,45466,NA
29031,"Cape Girardeau County, Missouri",B01003_001,78491,NA
29033,"Carroll County, Missouri",B01003_001,8781,NA
29035,"Carter County, Missouri",B01003_001,6147,NA
29037,"Cass County, Missouri",B01003_001,103597,NA
29039,"Cedar County, Missouri",B01003_001,14043,NA
29041,"Chariton County, Missouri",B01003_001,7483,NA
29043,"Christian County, Missouri",B01003_001,85658,NA
29045,"Clark County, Missouri",B01003_001,6779,NA
29047,"Clay County, Missouri",B01003_001,242516,NA
29049,"Clinton County, Missouri",B01003_001,20500,NA
29051,"Cole County, Missouri",B01003_001,76723,NA
29053,"Cooper County, Missouri",B01003_001,17660,NA
29055,"Crawford County, Missouri",B01003_001,24154,NA
29057,"Dade County, Missouri",B01003_001,7578,NA
29059,"Dallas County, Missouri",B01003_001,16617,NA
29061,"Daviess County, Missouri",B01003_001,8295,NA
29063,"DeKalb County, Missouri",B01003_001,12526,NA
29065,"Dent County, Missouri",B01003_001,15545,NA
29067,"Douglas County, Missouri",B01003_001,13306,NA
29069,"Dunklin County, Missouri",B01003_001,30027,NA
29071,"Franklin County, Missouri",B01003_001,103191,NA
29073,"Gasconade County, Missouri",B01003_001,14711,NA
29075,"Gentry County, Missouri",B01003_001,6616,NA
29077,"Greene County, Missouri",B01003_001,289756,NA
29079,"Grundy County, Missouri",B01003_001,9992,NA
29081,"Harrison County, Missouri",B01003_001,8491,NA
29083,"Henry County, Missouri",B01003_001,21735,NA
29085,"Hickory County, Missouri",B01003_001,9404,NA
